"Type","Description"
"Error","E21018: Enhanced Mobi building failure, while parsing content in the file. Content: <img> in file: /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/381.html line: 142","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7643.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7643db53.jpg?itok=sk3gD0Gz","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7610.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7610dca8.jpg?itok=A54bDTHz","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7622.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7622855d.jpg?itok=o3N696Yn","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7629.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7629d104.jpg?itok=dy7dFfoS","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0026.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0026eb5c.jpg?itok=5lqgpnPW","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7626_0.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7626_006b5.jpg?itok=wKW7_gIw","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7648_0.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7648_055e6.jpg?itok=3kXdO-OF","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7642.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7642a768.jpg?itok=14-9TEnQ","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7649.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7649999a.jpg?itok=M23CMrd6","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7646.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7646eb8f.jpg?itok=W0qoDvQi","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7659.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7659bbda.jpg?itok=rUslRpVs","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/sites/default/files/styles/thumbnail/public/pictures/2023-06/PXL_20230401_1253284912232.jpg?itok=P1lHo1ZT","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7641.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_764158fb.jpg?itok=-QnSb9Wb","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7651.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76515cd5.jpg?itok=DcXvV9r3","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7574.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_757448d6.png?itok=u7ZklpzY","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7495.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_74955ff4.jpg?itok=h-JnIHaM","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0056.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_00569018.jpg?itok=xVWxulKG","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7560.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_756049b1.png?itok=tLaAsj9x","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7549.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_754962bf.png?itok=KALNgLg_","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7665_0.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7665_0797c.jpg?itok=Ac3DmzrW","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7680.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7680e902.jpg?itok=3fWDh_u3","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7687.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76877580.jpg?itok=T0XePxad","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7601.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7601050a.jpg?itok=yde4DFN_","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7171_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7171_Originalf669.jpg?itok=XW6ZPpKS","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_5927_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_5927_Original3ef5.jpg?itok=Quo2Xkoi","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7689.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_768918b2.jpg?itok=cDcTa3bp","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/18883248-CC6C-4408-9F53-56C8BF9666B2.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/18883248-CC6C-4408-9F53-56C8BF9666B22a9f.png?itok=4NjqNgzB","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8559.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_8559fb6b.jpg?itok=WTESXLli","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7673.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7673e3b0.jpg?itok=cBVWo4Pv","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7162_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7162_Originalafac.jpg?itok=VpCPfke0","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7662.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76628b2d.jpg?itok=Ak6ZOdqC","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7667.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7667082b.jpg?itok=7aunlBKO","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7228.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_72280062.png?itok=uYWuNAzC","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/AB0B95FD-BA13-423F-BC90-30411DA7796A.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/AB0B95FD-BA13-423F-BC90-30411DA7796Ae1aa.png?itok=7QRCv34h","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7607.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_760760da.jpg?itok=kKbyu5yC","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/B1303484-E814-4A8D-AB30-A3071E027016.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/B1303484-E814-4A8D-AB30-A3071E0270166e27.png?itok=-l-zsyKg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7674.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76744a08.jpg?itok=g4GtEwKa","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7660.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76607b16.jpg?itok=pnrrQMee","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0061.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0061d105.jpg?itok=LT84skdR","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 07.11.03.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 07.11.036ae8.png?itok=xqKGzhGI","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7677.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_767784ee.jpg?itok=jo4PAd8y","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7592.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7592529e.jpg?itok=t4My6Q2_","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7684.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7684c11e.jpg?itok=63UAXSRQ","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7169_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7169_Originala259.jpg?itok=G7WRQcZb","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7172_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7172_Original0a84.jpg?itok=oADl_Kgn","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8554.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_85545ed9.png?itok=h-GwMgne","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/inline-images/IMG_7190.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/releaf.site/sites/default/files/img/IMG_7658.jpeg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/releaf.site/sites/default/files/styles/dalle/public/img/IMG_7658.jpeg?itok=Opd83Kr1","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7593.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_759341d6.jpg?itok=-3pueipe","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/7E9A3573-5D2E-4E87-A50C-5DB3E9130DA9_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/7E9A3573-5D2E-4E87-A50C-5DB3E9130DA9_Original7221.jpg?itok=k3CHEkWC","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7683.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7683ecc2.jpg?itok=6dPP9bRf","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7668.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7668961d.jpg?itok=owjaLkW4","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7665.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_766550a2.jpg?itok=FfMuM-ut","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8555.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_8555e04d.jpg?itok=kKehaXNo","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8560.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_8560751f.jpg?itok=8UMQrA7p","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0028.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_002884e1.jpg?itok=r1d-b1eB","","","",""
